Employee_ID,First_Name,Last_Name,Age,Gender,Department,Job_Level,Years_Experience,Annual_Salary,Monthly_Bonus,Satisfaction_Score,Performance_Rating,Projects_Completed,Overtime_Hours,Sick_Days_Taken,Remote_Work_Pct,Education_Level,City,Engagement_Index,Attrition_Risk
3677,Diana,Miller,23.0,Female,Engineering,Mid,10.0,82527.68,1480.48,4.69,F,4,15.3,5.0,50,Bachelors,Chicago,79.41,0.3945
3678,Olivia,Jones,32.0,Male,Marketing,Junior,10.8,63893.33,,2.47,C,11,3.1,8.0,0,Masters,Atlanta,85.11,0.2762
3679,Frank,Davis,28.0,Female,Engineering,Mid,1.1,106559.5,358.36,7.4,A,10,5.6,2.0,75,Bachelors,Seattle,45.57,0.433
3680,Olivia,Martinez,53.0,Female,Operations,Junior,5.2,86087.42,1258.46,2.99,C,5,2.3,16.0,25,Bachelors,Portland,83.87,0.0604
3681,Charlie,Martinez,56.0,Female,Legal,Junior,13.6,73709.59,344.28,7.74,B,9,1.7,9.0,100,Bachelors,Seattle,39.06,0.2916
3682,Ned,Brown,105.0,Male,Marketing,Junior,2.7,69301.62,2013.13,3.82,C,10,5.8,1.0,0,Bachelors,Boston,50.83,0.1652
3683,Tina,Johnson,,Non-Binary,Sales,Mid,3.9,93513.98,1241.39,9.33,B,9,2.6,6.0,100,High School,Denver,40.44,0.1672
3684,Ned,Williams,,Female,Finance,Lead,11.4,58663.51,323.46,5.01,C,9,4.2,3.0,50,Masters,New York,71.57,0.1698
3685,Diana,Davis,40.0,Male,Legal,Senior,0.7,32776.75,909.75,8.56,B,10,1.1,9.0,75,Bachelors,Miami,88.83,0.2985
3686,Leo,Moore,30.0,Male,HR,Senior,13.7,73592.79,400.33,6.65,D,5,6.3,6.0,75,Bachelors,San Francisco,43.91,0.5654
3687,Quinn,Wilson,63.0,Male,HR,Junior,2.6,98180.1,552.38,9.8,A,8,17.4,11.0,75,High School,Miami,80.35,0.2623
3688,Grace,Thomas,63.0,Female,Operations,Mid,0.0,107008.79,1021.12,7.68,A,8,3.9,14.0,50,Bachelors,Austin,77.45,0.0635
3689,Ivy,Miller,63.0,Male,Engineering,Lead,1.9,69639.53,496.45,7.55,C,3,3.7,15.0,0,Masters,New York,81.31,0.235
3690,Charlie,Thomas,33.0,Female,Engineering,Junior,0.7,72958.93,655.69,3.38,B,8,9.6,2.0,100,Bachelors,Denver,89.32,0.3063
3691,Mona,Johnson,53.0,Male,Marketing,Lead,0.7,83429.67,1579.68,5.54,B,12,0.8,0.0,0,Bachelors,Portland,69.11,0.0935
3692,Olivia,Garcia,53.0,Female,HR,Mid,8.3,66184.31,703.67,3.61,D,10,2.5,14.0,100,Masters,Portland,59.41,0.1356
3693,Rita,Rodriguez,44.0,Male,Legal,Lead,1.7,83360.93,363.24,1.17,C,3,1.0,,100,Bachelors,Austin,61.04,0.488
3694,Sam,Moore,23.0,Female,Operations,Mid,19.1,70121.16,130.21,7.4,C,8,4.0,10.0,75,Masters,Miami,43.91,0.1592
3695,Alice,Brown,45.0,Non-Binary,Legal,Mid,5.1,94250.1,1305.95,,A,6,4.8,1.0,25,Bachelors,Denver,86.47,0.285
3696,Frank,Rodriguez,35.0,Male,Sales,Lead,4.3,87905.57,1290.75,4.58,C,8,12.3,3.0,75,Masters,Austin,75.47,0.0681
3697,Bob,Johnson,29.0,Male,Engineering,Lead,4.0,89825.01,913.18,3.56,B,3,8.9,16.0,100,Bachelors,Miami,82.04,0.5237
3698,Ned,Johnson,64.0,Male,Support,Junior,8.3,,3165.25,2.8,B,11,5.2,11.0,50,High School,,93.72,0.5405
3699,Frank,Rodriguez,,Female,Legal,Director,4.2,114370.4,633.02,1.6,D,9,7.5,15.0,50,High School,Portland,30.66,0.5075
3700,Ned,Anderson,54.0,Female,HR,Junior,1.0,82646.06,1703.44,4.04,C,9,,0.0,75,Masters,Austin,77.63,0.0887
3701,Diana,Miller,38.0,Male,Finance,Junior,14.9,77440.47,455.31,1.74,F,7,4.2,9.0,0,Masters,New York,64.11,0.2936
3702,Hank,Miller,25.0,Male,Operations,Senior,3.9,55259.25,1358.03,5.86,C,6,0.2,12.0,100,Bachelors,Portland,89.7,0.3311
3703,Charlie,Smith,38.0,Male,Marketing,Senior,0.5,69864.42,314.24,1.18,C,13,0.1,17.0,50,Bachelors,San Francisco,73.98,0.4208
3704,Sam,Thomas,27.0,Non-Binary,Engineering,Director,5.3,74516.35,1337.43,9.46,C,11,9.6,14.0,100,Bachelors,San Francisco,60.98,0.6645
3705,Ned,Wilson,33.0,Female,Engineering,Mid,7.3,54671.1,657.7,9.7,B,7,1.7,9.0,25,Masters,San Francisco,43.92,0.4727
3706,Tina,Garcia,29.0,Female,Sales,Junior,2.3,65569.02,1151.56,3.74,A,7,2.2,14.0,75,Bachelors,Miami,64.33,0.2507
3707,Quinn,Thomas,22.0,Male,Engineering,Senior,11.3,68352.4,941.02,3.34,A,5,3.0,3.0,75,Masters,Boston,64.43,0.0621
3708,Hank,Miller,57.0,Male,Operations,Mid,7.8,73230.25,,1.94,A,7,0.2,4.0,50,Bachelors,Miami,60.41,0.275
3709,Ned,Wilson,48.0,Non-Binary,HR,Mid,7.4,33220.45,118.1,9.14,F,7,16.3,6.0,100,Bachelors,Chicago,89.07,0.282
3710,Frank,Taylor,34.0,Male,HR,Mid,3.8,69024.05,718.74,6.28,B,9,0.5,12.0,75,Masters,Portland,58.27,0.3219
3711,Paul,Garcia,42.0,Non-Binary,HR,Junior,22.9,63698.38,,6.49,C,6,17.2,14.0,0,Bachelors,Chicago,89.15,0.2594
3712,Sam,Garcia,42.0,Male,Support,Mid,2.2,71540.55,1792.82,9.06,C,9,6.2,11.0,25,Bachelors,Austin,69.13,0.5096
3713,Ned,Johnson,37.0,Male,Finance,Mid,6.0,94776.08,1114.36,9.2,C,12,14.3,18.0,50,PhD,San Francisco,87.68,0.0788
3714,Sam,Garcia,,Female,Finance,Senior,2.6,117152.7,1677.52,8.46,C,7,0.3,0.0,50,Masters,San Francisco,77.47,0.2473
3715,Charlie,Brown,47.0,Non-Binary,Support,Senior,9.6,86924.3,693.21,7.96,B,11,3.0,17.0,50,PhD,Portland,94.31,0.1551
3716,Jack,Rodriguez,45.0,Non-Binary,Engineering,Junior,0.3,44842.71,473.39,8.9,D,7,15.3,,25,Bachelors,San Francisco,69.28,0.4589
3717,Sam,Moore,29.0,Male,Legal,Junior,0.3,64401.05,860.35,8.88,D,7,5.2,12.0,25,Masters,Boston,94.13,0.16
3718,Ivy,Anderson,23.0,Male,Finance,Mid,11.7,85111.19,951.27,4.32,C,7,4.0,6.0,0,Bachelors,Seattle,55.22,0.0795
3719,Tina,Smith,21.0,Female,Legal,Junior,4.0,82632.39,1067.24,9.76,D,8,5.6,,75,High School,Atlanta,83.34,0.3078
3720,Mona,Thomas,22.0,Female,Legal,Senior,2.9,93721.17,809.75,7.38,A,7,1.0,11.0,0,Bachelors,Chicago,68.23,0.4879
3721,Grace,Davis,26.0,Female,Finance,Director,6.5,69858.28,819.63,4.33,A,6,6.9,4.0,75,Bachelors,Atlanta,38.99,0.2694
3722,Ned,Jones,35.0,Male,Support,Senior,8.5,64002.99,1394.21,4.98,,6,1.6,1.0,100,High School,Boston,72.33,0.3093
3723,Ivy,Smith,50.0,Non-Binary,Sales,Senior,1.6,110553.33,392.46,7.18,D,4,1.7,19.0,25,Masters,Chicago,46.76,0.1497
3724,Sam,Brown,29.0,Female,Finance,Mid,1.4,73290.75,941.34,4.25,B,10,4.5,7.0,75,Bachelors,Portland,57.53,0.2978
3725,Olivia,Smith,38.0,Female,Marketing,Mid,22.2,49633.16,1115.73,8.44,,4,0.1,1.0,75,High School,Boston,68.32,0.1819
3726,Tina,Garcia,47.0,Female,Support,Manager,6.2,104452.94,498.83,2.33,A,10,0.3,14.0,50,Bachelors,Seattle,68.29,0.0572
3727,Ned,Johnson,36.0,Male,Marketing,Director,3.5,39085.9,647.12,9.17,F,11,0.1,0.0,75,PhD,Denver,91.83,0.1542
3728,Frank,Moore,47.0,Non-Binary,Legal,Mid,11.3,-4890.99,2239.09,3.71,C,7,7.3,1.0,75,Masters,Boston,89.39,0.3435
3729,Diana,Jones,38.0,Female,Marketing,Mid,5.2,88926.51,908.62,2.37,B,9,0.1,2.0,25,PhD,Portland,89.24,0.129
3730,Hank,Miller,56.0,Female,Engineering,Lead,1.9,92035.42,3792.76,8.72,F,6,0.5,1.0,100,Bachelors,Denver,66.22,0.2045
3731,Quinn,Johnson,42.0,Non-Binary,HR,Junior,1.6,81108.28,859.29,3.16,A,10,4.7,12.0,0,Masters,New York,78.54,0.1424
3732,Ivy,Garcia,39.0,Female,Sales,Lead,3.5,43345.97,1445.73,,,10,3.2,0.0,50,Bachelors,Austin,59.64,0.0171
3733,Alice,Garcia,32.0,Female,Engineering,Lead,13.8,70704.86,209.53,3.67,A,8,2.3,18.0,100,Bachelors,Seattle,69.18,0.1282
3734,Tina,Jones,32.0,Male,HR,Junior,0.4,65880.29,117.22,9.4,B,7,2.2,5.0,25,Bachelors,San Francisco,73.6,0.3328
3735,Ned,Jones,62.0,Male,Sales,Director,1.7,60179.64,347.29,2.97,B,8,,5.0,75,Masters,Austin,59.16,0.3301
3736,Kate,Taylor,30.0,Male,Legal,Director,15.7,103065.53,1572.84,1.63,B,5,0.4,6.0,0,Bachelors,New York,59.69,0.1634
3737,Charlie,Williams,34.0,Male,Sales,Manager,0.9,48973.35,,9.43,D,10,13.0,9.0,25,Bachelors,Portland,20.64,0.0267
3738,Ivy,Moore,36.0,Male,Sales,Mid,7.0,78954.3,199.91,2.49,B,4,1.3,13.0,75,Bachelors,Austin,72.36,0.2595
3739,Ned,Martinez,47.0,Male,Marketing,Junior,1.7,98269.03,847.02,9.5,B,9,3.3,9.0,0,Bachelors,Portland,75.66,0.2149
3740,Ivy,Moore,38.0,Male,Marketing,Senior,6.5,80391.71,1469.27,8.42,C,10,15.7,1.0,100,High School,Chicago,74.2,0.4944
3741,Diana,Martinez,23.0,Male,Marketing,Mid,3.4,99304.6,384.6,1.74,C,9,5.1,,75,Masters,Seattle,41.51,0.1066
3742,Diana,Wilson,41.0,Male,Sales,Junior,0.8,84401.72,1532.41,5.01,F,9,1.4,17.0,100,High School,Boston,61.43,0.1703
3743,Hank,Anderson,41.0,Male,Operations,Mid,6.1,81445.69,260.32,1.66,C,15,20.2,19.0,75,Bachelors,Seattle,48.18,0.3507
3744,Bob,Johnson,56.0,Female,Support,Senior,8.0,80070.37,1442.41,3.97,C,4,8.4,10.0,25,Masters,San Francisco,74.27,0.0371
3745,Ivy,Miller,58.0,Female,Sales,Junior,8.0,85495.75,471.53,4.16,B,6,1.9,14.0,100,High School,Atlanta,76.86,0.1935
3746,Ned,Smith,53.0,Male,Support,Mid,7.1,63518.14,1893.98,6.4,B,5,4.6,13.0,100,Bachelors,Miami,94.51,0.6005
3747,Ivy,Garcia,52.0,Female,Support,Junior,4.9,43358.78,2149.41,9.78,B,7,4.1,14.0,100,Masters,New York,91.56,0.3823
3748,Paul,Garcia,63.0,Female,Marketing,Senior,5.1,92988.96,1077.08,2.53,B,6,4.8,0.0,75,High School,New York,76.35,0.1481
3749,Quinn,Williams,61.0,Male,Sales,Senior,7.1,97558.33,501.21,3.96,B,7,0.7,11.0,0,Bachelors,Austin,77.42,0.2807
3750,Paul,Johnson,59.0,Female,Marketing,Junior,8.2,77543.53,,6.28,C,7,5.2,8.0,25,High School,Miami,89.22,0.4326
3751,Leo,Anderson,52.0,Non-Binary,Marketing,Director,7.4,59935.74,440.6,2.54,B,12,1.2,17.0,75,PhD,Boston,75.81,0.2364
3752,Charlie,Johnson,31.0,Female,Marketing,Junior,6.2,37730.22,2347.44,7.4,F,4,1.9,16.0,75,Bachelors,Miami,78.25,0.0263
3753,Kate,Taylor,21.0,Male,Legal,Senior,1.2,73887.76,2924.09,4.63,F,7,3.9,2.0,25,Bachelors,Atlanta,94.37,0.1111
3754,Ned,Thomas,47.0,Female,Legal,Lead,1.7,42323.09,1108.15,9.55,C,11,1.2,14.0,0,Bachelors,Boston,78.38,0.389
3755,Rita,Rodriguez,29.0,Male,Operations,Lead,2.1,39242.27,313.98,6.67,C,12,11.1,16.0,0,Bachelors,Atlanta,89.48,0.3554
3756,Eve,Wilson,41.0,Female,HR,Junior,17.7,71543.91,1040.81,4.27,B,7,2.7,1.0,25,Bachelors,Boston,93.56,0.0866
3757,Paul,Jones,36.0,Non-Binary,Support,Manager,10.0,,3225.43,7.48,B,8,0.9,13.0,100,Bachelors,Seattle,88.73,0.1886
3758,Tina,Miller,45.0,Female,Sales,Manager,5.6,79596.81,498.27,8.55,F,10,0.3,8.0,0,PhD,,44.06,0.1407
3759,Eve,Anderson,22.0,Female,Engineering,Senior,2.0,68495.5,769.5,8.2,A,5,7.6,15.0,0,High School,Denver,39.63,0.2963
3760,Charlie,Jones,26.0,Male,Marketing,Mid,0.8,58654.04,87.79,3.36,B,7,8.8,17.0,25,High School,San Francisco,86.95,0.0257
3761,Leo,Miller,63.0,Non-Binary,Operations,Junior,16.0,34491.87,772.9,4.75,B,10,0.4,7.0,75,PhD,San Francisco,72.01,0.2646
3762,Alice,Thomas,27.0,Female,Engineering,Senior,15.6,53236.46,,5.07,C,6,3.9,5.0,100,Bachelors,Chicago,62.1,0.2108
3763,Ivy,Brown,39.0,Male,Legal,Mid,0.8,54045.0,353.68,4.5,B,5,5.3,15.0,75,Bachelors,Atlanta,75.3,0.3697
3764,Ivy,Davis,31.0,Female,HR,Lead,11.2,45043.23,2285.56,,D,12,11.9,13.0,0,Bachelors,Portland,74.33,0.3096
3765,Diana,Thomas,54.0,Male,Sales,Mid,4.1,64761.03,228.88,7.77,B,11,0.2,5.0,0,Masters,Boston,81.77,0.8337
3766,Charlie,Wilson,36.0,Male,Support,Senior,2.7,46760.46,505.1,,D,7,2.1,19.0,50,Masters,Denver,98.07,0.7871
3767,Quinn,Taylor,47.0,Female,Support,Junior,9.4,68397.66,2005.33,3.64,F,4,0.6,16.0,75,Bachelors,New York,81.81,0.4462
3768,Bob,Martinez,60.0,Male,Legal,Junior,6.7,,726.17,2.27,C,12,2.8,6.0,25,Bachelors,Chicago,43.92,0.187
3769,Alice,Thomas,29.0,Female,Operations,Junior,10.6,53824.26,,2.16,C,7,2.3,15.0,75,Masters,Denver,69.16,0.0356
3770,Hank,Wilson,41.0,Male,Marketing,Junior,0.5,81358.99,,3.49,A,3,4.5,5.0,25,Masters,Boston,68.75,0.3487
3771,Mona,Martinez,57.0,Male,Marketing,Mid,2.7,42050.13,616.15,7.86,D,9,5.6,12.0,0,Masters,Portland,54.08,0.2248
3772,Olivia,Miller,52.0,Non-Binary,Support,Lead,2.7,47532.1,1062.15,9.72,C,9,16.7,17.0,0,Bachelors,Boston,45.95,0.4748
3773,Hank,Martinez,41.0,Male,Marketing,Senior,2.8,69509.22,3147.42,5.63,B,11,0.9,15.0,100,Bachelors,Chicago,62.68,0.4624
3774,Leo,Moore,63.0,Female,Support,Senior,4.9,87114.9,918.36,4.05,B,7,8.0,0.0,75,Bachelors,Miami,70.44,0.1901
3775,Leo,Jones,56.0,Female,Operations,Senior,2.3,91082.79,1243.67,8.46,A,13,9.4,11.0,0,Bachelors,Portland,84.11,0.448
3776,Ned,Wilson,32.0,Female,Legal,Mid,4.1,107472.59,,1.6,C,10,4.2,13.0,100,Masters,San Francisco,89.78,0.4124
3777,Olivia,Garcia,,Female,Engineering,Mid,3.2,63715.04,749.43,1.84,A,10,7.8,6.0,0,Bachelors,San Francisco,89.2,0.225
3778,Olivia,Jones,34.0,Female,HR,Mid,9.3,69194.97,498.95,4.11,C,7,2.2,19.0,100,Masters,Seattle,75.57,0.5443
3779,Ivy,Miller,41.0,Male,Sales,Senior,6.5,49281.14,1133.4,5.04,C,11,0.2,1.0,75,Bachelors,Boston,50.96,0.1958
3780,Sam,Anderson,49.0,Female,Support,Junior,7.4,44417.14,662.55,8.18,,5,0.8,12.0,25,Bachelors,Denver,79.09,0.2518
3781,Tina,Johnson,62.0,Male,HR,Junior,1.7,77028.59,1295.54,9.33,D,12,0.9,11.0,100,High School,Denver,92.0,0.1677
3782,Hank,Jones,59.0,Female,Legal,Senior,2.8,54930.83,906.9,5.78,C,5,10.4,18.0,0,Bachelors,Seattle,58.0,0.1524
3783,Sam,Moore,56.0,Non-Binary,Marketing,Manager,0.1,99112.34,607.88,5.46,B,10,15.8,1.0,50,Bachelors,Portland,44.29,0.4454
3784,Frank,Martinez,53.0,Female,HR,Senior,0.8,39827.51,2306.51,2.92,D,9,2.6,8.0,50,Bachelors,Chicago,83.5,0.1794
3785,Tina,Moore,63.0,Female,Engineering,Lead,2.2,82699.77,458.24,,D,4,5.3,14.0,75,Bachelors,San Francisco,75.95,0.2533
3786,Sam,Williams,53.0,Female,Finance,Senior,0.5,49873.74,518.3,9.31,C,5,1.8,3.0,25,Masters,New York,79.97,0.2747
3787,Diana,Rodriguez,54.0,Female,Legal,Mid,6.5,53950.13,74.99,4.54,B,12,2.9,14.0,50,Bachelors,Portland,58.05,0.342
3788,Grace,Thomas,61.0,Non-Binary,Finance,Senior,44.0,,689.6,2.9,B,4,4.8,13.0,50,Bachelors,Seattle,84.53,0.5228
3789,Diana,Garcia,38.0,Male,Sales,Lead,0.7,57130.63,2186.27,4.04,D,11,9.7,16.0,100,Bachelors,Chicago,83.93,0.0943
3790,Leo,Thomas,27.0,Male,Sales,Junior,12.1,60652.75,2225.31,5.63,C,10,2.8,4.0,25,Masters,San Francisco,71.01,0.5307
3791,Mona,Martinez,58.0,Female,HR,Mid,0.9,54132.52,562.61,6.39,C,9,6.0,12.0,50,Bachelors,Boston,79.28,0.2063
3792,Charlie,Williams,52.0,Female,Sales,Junior,7.8,111270.66,1218.71,4.89,F,8,1.4,6.0,25,Masters,San Francisco,96.26,0.3132
3793,Leo,Miller,63.0,Male,Legal,Mid,7.2,58415.3,1417.73,7.83,A,6,2.0,0.0,100,Masters,Chicago,94.65,0.0654
3794,Bob,Brown,47.0,Male,Operations,Manager,16.3,73134.15,213.19,6.26,A,9,1.2,12.0,25,Bachelors,Austin,55.85,0.0913
3795,Bob,Taylor,56.0,Male,Support,Mid,0.8,67557.9,1840.97,6.99,D,12,10.0,3.0,100,Masters,Atlanta,55.94,0.213
3796,Ivy,Williams,44.0,Non-Binary,Engineering,Mid,2.7,76871.18,255.08,8.77,A,11,0.6,12.0,75,High School,Chicago,90.56,0.395
3797,Alice,Davis,55.0,Female,Marketing,Lead,0.7,,598.32,8.79,B,5,7.3,12.0,25,Masters,Atlanta,66.64,0.2418
3798,Hank,Thomas,36.0,Male,Marketing,Mid,3.7,67582.02,321.65,2.83,,6,5.0,2.0,25,Bachelors,Austin,68.87,0.1973
3799,Frank,Brown,43.0,Male,Support,Mid,17.0,80666.94,1056.42,6.61,C,14,5.2,7.0,50,Masters,San Francisco,93.6,0.0619
3800,Frank,Wilson,40.0,Male,HR,Lead,10.6,53013.84,413.15,7.45,C,5,10.5,8.0,75,High School,Portland,65.82,0.2803
3801,Rita,Smith,21.0,Male,Marketing,Mid,9.0,95965.07,500.03,2.31,C,5,3.8,6.0,25,Masters,Portland,83.45,0.2205
3802,Quinn,Garcia,50.0,Male,HR,Senior,5.3,98080.57,1601.1,8.58,B,5,0.4,4.0,50,Masters,New York,71.68,0.823
3803,Leo,Martinez,63.0,Female,Support,Junior,15.0,85342.84,553.01,2.62,C,3,13.4,3.0,50,Bachelors,New York,78.8,0.2913
3804,Frank,Wilson,52.0,Non-Binary,Sales,Junior,4.2,73537.28,822.71,8.19,C,7,2.1,2.0,100,PhD,Miami,68.32,0.171
3805,Hank,Wilson,49.0,Male,Support,Mid,1.1,6206.77,251.25,2.45,B,8,0.2,7.0,50,Bachelors,Seattle,44.33,0.0458
3806,Sam,Smith,31.0,Male,Sales,Mid,12.7,81334.4,176.72,7.68,C,12,3.8,3.0,0,PhD,Miami,44.02,0.075
3807,Jack,Jones,63.0,Male,Operations,Director,2.3,63390.73,948.93,2.33,B,10,2.2,10.0,100,High School,Seattle,73.1,0.5378
3808,Alice,Miller,31.0,Male,Operations,Director,0.4,66581.96,533.7,4.41,A,9,12.1,9.0,100,Bachelors,Atlanta,85.92,0.1609
3809,Mona,Moore,43.0,Male,Engineering,Lead,0.9,30257.7,2568.03,2.29,B,7,3.6,1.0,100,High School,Austin,74.27,0.248
3810,Quinn,Garcia,43.0,Male,Support,Mid,6.6,82858.95,3361.0,3.44,B,7,0.3,13.0,75,Bachelors,Seattle,39.27,0.2163
3811,Charlie,Taylor,30.0,Male,Marketing,Director,6.5,40131.22,274.89,9.86,D,9,1.4,7.0,25,Bachelors,Austin,69.71,0.3091
3812,Hank,Johnson,32.0,Female,Legal,Senior,2.1,74605.34,184.26,1.97,B,4,1.3,5.0,50,Masters,Denver,86.07,0.3475
3813,Ned,Wilson,46.0,Female,Operations,Mid,9.1,,2605.49,,A,17,7.2,2.0,50,Bachelors,Boston,82.66,0.0622
3814,Charlie,Brown,27.0,Female,Support,Senior,10.4,61674.78,1157.09,7.09,B,8,0.3,16.0,25,Bachelors,Miami,91.43,0.5264
3815,Paul,Wilson,29.0,Male,Engineering,Junior,17.7,98753.14,931.21,1.85,,8,2.0,9.0,100,Masters,Atlanta,84.07,0.1356
3816,Mona,Moore,27.0,Female,Finance,Junior,6.2,55566.21,207.55,1.98,B,7,5.6,14.0,100,High School,Austin,95.98,0.1393
3817,Tina,Johnson,39.0,Non-Binary,Operations,Lead,10.6,85209.53,3191.93,2.29,A,9,4.8,7.0,0,Masters,Denver,80.75,0.3398
3818,Quinn,Wilson,27.0,Male,Engineering,Senior,9.8,43294.71,398.33,6.8,,5,5.2,6.0,0,High School,Seattle,75.86,0.1256
3819,Mona,Smith,28.0,Male,HR,Mid,2.1,94684.87,,9.18,C,7,4.1,,50,High School,New York,66.66,0.1008
3820,Frank,Moore,26.0,Female,HR,Mid,2.6,91271.79,1400.78,8.43,D,10,1.0,12.0,100,PhD,Chicago,56.26,0.4147
3821,Quinn,Williams,33.0,Male,Engineering,Manager,4.6,82303.87,165.89,9.85,D,5,5.6,3.0,75,Bachelors,New York,56.33,0.3403
3822,Ned,Williams,47.0,Male,Sales,Senior,0.1,63347.75,468.56,6.2,B,8,15.1,17.0,25,Bachelors,Chicago,93.08,0.4104
3823,Quinn,Moore,21.0,Female,Finance,Mid,2.5,41155.99,225.46,9.65,C,12,0.2,6.0,100,Bachelors,New York,85.61,0.5071
3824,Hank,Anderson,62.0,Female,Engineering,Junior,4.5,63405.91,97.14,3.74,C,10,,2.0,50,Masters,Austin,78.6,0.0549
3825,Kate,Miller,27.0,Male,Operations,Mid,0.8,,689.25,4.79,A,5,1.7,13.0,25,Masters,Seattle,66.39,0.278
3826,Tina,Smith,32.0,Female,Sales,Director,0.9,74859.16,256.61,4.56,B,12,0.8,0.0,50,Bachelors,Chicago,76.26,0.3786
3827,Alice,Rodriguez,40.0,Non-Binary,Engineering,Mid,4.4,37833.19,399.98,1.43,A,15,1.5,0.0,50,Bachelors,New York,70.82,0.2371
3828,Grace,Wilson,47.0,Male,Marketing,Mid,9.2,47255.99,200.8,8.47,A,13,0.1,15.0,25,Bachelors,Boston,57.94,0.2765
3829,Quinn,Garcia,54.0,Female,Operations,Mid,12.6,99569.33,,1.22,A,6,5.1,13.0,0,Bachelors,Atlanta,78.08,0.3071
3830,Jack,Brown,95.0,Male,Operations,Manager,5.5,82734.08,2552.73,7.57,F,6,4.7,7.0,75,Bachelors,Miami,56.44,0.3605
3831,Kate,Williams,,Male,HR,Senior,4.5,44852.0,1040.48,4.66,D,12,3.5,0.0,50,Bachelors,Atlanta,73.71,0.5375
3832,Ivy,Moore,21.0,Female,Marketing,Senior,3.4,33151.71,521.34,1.06,B,7,1.9,3.0,100,Bachelors,Boston,64.25,0.2112
3833,Ivy,Williams,31.0,Male,Marketing,Mid,1.5,58249.07,775.09,3.61,B,9,18.7,3.0,75,Masters,Seattle,32.47,0.1968
3834,Eve,Johnson,55.0,Male,Support,Junior,1.1,31270.11,983.56,4.12,A,10,4.8,3.0,100,Bachelors,Seattle,65.41,0.698
3835,Quinn,Johnson,,Male,Support,Manager,11.0,68571.64,995.5,9.68,B,8,10.9,14.0,50,High School,San Francisco,85.8,0.4359
3836,Ivy,Taylor,24.0,Female,Operations,Manager,4.4,125935.76,640.04,6.95,C,8,1.8,15.0,0,Bachelors,Portland,59.37,0.6303
3837,Quinn,Anderson,22.0,Female,Finance,Manager,10.9,36866.97,,5.89,C,10,7.0,9.0,50,Masters,Atlanta,30.85,0.2816
3838,Sam,Thomas,38.0,Male,Legal,Manager,8.5,67907.44,1447.28,2.14,A,8,0.0,3.0,50,Masters,Denver,59.32,0.4043
3839,Grace,Martinez,21.0,Female,Support,Lead,1.5,100862.38,293.52,4.52,B,6,5.6,13.0,100,Bachelors,Seattle,85.48,0.3681
3840,Ivy,Jones,63.0,Male,Sales,Senior,5.0,88479.93,1463.7,1.32,F,5,6.9,12.0,0,Bachelors,San Francisco,54.12,0.2036
3841,Grace,Rodriguez,,Female,HR,Lead,4.1,68727.7,564.68,7.86,A,6,,1.0,25,Bachelors,Boston,57.96,0.166
3842,Mona,Johnson,36.0,Male,Marketing,Senior,3.9,68780.33,1852.85,2.46,B,8,31.4,0.0,0,Bachelors,Atlanta,74.64,0.7436
3843,Kate,Johnson,33.0,Female,HR,Junior,5.5,46569.98,335.0,6.35,B,10,3.4,,100,Masters,,67.42,0.0831
3844,Ned,Anderson,47.0,Non-Binary,Operations,Mid,28.2,66111.57,328.47,,A,5,2.3,15.0,50,Bachelors,San Francisco,54.8,0.3414
3845,Sam,Garcia,46.0,Female,Sales,Director,11.7,77355.7,846.53,4.3,D,5,1.0,6.0,25,Masters,Seattle,88.05,0.5988
3846,Kate,Thomas,29.0,Male,Engineering,Mid,16.4,96312.5,395.58,6.69,C,7,0.8,7.0,75,Bachelors,Denver,50.34,0.2735
3847,Mona,Moore,22.0,Female,Marketing,Lead,0.2,58356.14,2622.99,7.88,B,8,1.2,3.0,0,Bachelors,Chicago,52.51,0.4366
3848,Ned,Martinez,55.0,Male,Sales,Junior,1.1,67823.63,454.66,2.66,B,9,3.8,,100,PhD,Austin,57.71,0.181
3849,Mona,Johnson,57.0,Non-Binary,Legal,Mid,0.6,51117.3,363.09,6.41,D,2,3.8,10.0,75,Masters,Portland,86.78,0.2738
3850,Alice,Anderson,44.0,Male,HR,Mid,2.1,76957.15,1123.75,7.6,A,6,3.8,16.0,100,Bachelors,Denver,61.2,0.079
3851,Hank,Brown,41.0,Male,Operations,Junior,4.1,89243.15,60.74,4.21,A,7,9.8,0.0,0,Bachelors,Atlanta,54.42,0.5853
3852,Leo,Garcia,58.0,Male,Sales,Junior,7.2,85852.26,2738.0,2.46,D,13,0.0,16.0,50,Masters,Austin,80.35,0.2254
3853,Sam,Jones,49.0,Male,Engineering,Junior,4.9,46255.88,1284.6,3.58,D,5,1.6,1.0,50,Masters,Seattle,81.93,0.1548
3854,Leo,Smith,40.0,Female,Support,Lead,16.3,75230.99,988.82,9.4,C,7,10.8,17.0,100,Bachelors,Denver,73.54,0.1857
3855,Hank,Moore,49.0,Non-Binary,Support,Junior,19.7,57099.12,416.82,4.22,C,13,0.5,2.0,75,PhD,San Francisco,40.11,0.2155
3856,Hank,Garcia,47.0,Female,Sales,Mid,1.2,94243.1,725.42,1.97,B,11,1.1,12.0,50,Bachelors,Portland,70.98,0.33
3857,Mona,Smith,50.0,Female,Operations,Junior,13.4,68451.12,467.67,1.74,D,8,2.0,16.0,0,High School,Austin,78.54,0.4549
